subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0000100	en	fr	IAO:0000115	Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia	OFFICIAL	Le syndrome néphrotique est un ensemble d'observations résultant d'un dysfonctionnement glomérulaire avec une augmentation de la perméabilité de la paroi capillaire glomérulaire associée à une protéinurie prononcée. Le syndrome néphrotique désigne la constellation d'observations cliniques résultant d'une perte rénale grave de protéines, avec protéinurie et hypoalbuminémie, œdème et hyperlipidémie.
HP:0000100	en	fr	rdfs:label	Nephrotic syndrome	OFFICIAL	Syndrome néphrotique
HP:0000100	en	fr	rdfs:label	Nephrotic syndrome	OFFICIAL	Syndrome néphrotique
HP:0000100	en	fr	rdfs:label	Nephrotic syndrome	OFFICIAL	Syndrome néphrotique
HP:0000100	en	fr	rdfs:label	Nephrotic syndrome	OFFICIAL	Syndrome néphrotique
HP:0000103	en	fr	IAO:0000115	An increased rate of urine production	OFFICIAL	Taux accru de production d'urine
HP:0000103	en	fr	rdfs:label	Polyuria	OFFICIAL	Polyurie
HP:0000104	en	fr	IAO:0000115	Agenesis, that is, failure of the kidney to develop during embryogenesis and development	OFFICIAL	Agénésie, c'est à dire, absence développement du rein durant l'embryogénèse et le développement
HP:0000104	en	fr	rdfs:label	Renal agenesis	OFFICIAL	Agénésie rénale
HP:0000105	en	fr	IAO:0000115	An abnormal increase in the size of the kidney	OFFICIAL	Une augmentation anormale de la taille du rein
HP:0000105	en	fr	rdfs:label	Enlarged kidney	OFFICIAL	Reins élargis
HP:0000107	en	fr	IAO:0000115	A fluid filled sac in the kidney	OFFICIAL	Une cavité remplie de liquide dans le rein
HP:0000107	en	fr	rdfs:label	Renal cyst	OFFICIAL	Kyste rénal
HP:0000108	en	fr	IAO:0000115	The presence of multiple cysts at the border between the renal cortex and medulla	OFFICIAL	La présence de multiples kystes à la frontière entre le cortex rénal et la zone médullaire
HP:0000108	en	fr	rdfs:label	Renal corticomedullary cysts	OFFICIAL	Kystes corticomédullaires
HP:0000110	en	fr	IAO:0000115	The presence of developmental dysplasia of the kidney	OFFICIAL	La présence d'une dysplasie lors du développement du rein
HP:0000110	en	fr	rdfs:label	Renal dysplasia	OFFICIAL	Dysplasie rénale
HP:0000111	en	fr	IAO:0000115	Increased number and size of the juxtaglomerular cells	OFFICIAL	Augmentation du nombre et de la taille des cellules juxtaglomérulaires.
HP:0000111	en	fr	rdfs:label	Renal juxtaglomerular cell hypertrophy/hyperplasia	OFFICIAL	Hypertrophie/hyperplasie des cellules juxtaglomérulaires
HP:0000112	en	fr	IAO:0000115	A nonspecific term referring to disease or damage of the kidneys	OFFICIAL	Terme non spécifique désignant une maladie ou une lésion des reins.
HP:0000112	en	fr	rdfs:label	Nephropathy	OFFICIAL	Néphropathie
HP:0000113	en	fr	IAO:0000115	The presence of multiple cysts in both kidneys	OFFICIAL	La présence de multiples kystes des deux reins
HP:0000113	en	fr	rdfs:label	Polycystic kidney dysplasia	OFFICIAL	Dysplasie rénale polykystique
HP:0000113	en	fr	rdfs:label	Polycystic kidney dysplasia	OFFICIAL	Dysplasie rénale polykystique
HP:0000114	en	fr	IAO:0000115	Dysfunction of the proximal tubule, which is the portion of the duct system of the nephron of the kidney which leads from Bowman's capsule to the loop of Henle	OFFICIAL	Dysfonctionnement du tubule proximal, qui est la partie du système de conduits du néphron du rein qui mène de la capsule de Bowman à l'anse de Henle.
HP:0000114	en	fr	rdfs:label	Proximal tubulopathy	OFFICIAL	Tubulopathie proximale
HP:0000117	en	fr	IAO:0000115	High urine phosphate in the presence of hypophosphatemia	OFFICIAL	Phosphates urinaires élevés en présence d'une hypophosphatémie.
HP:0000117	en	fr	rdfs:label	Renal phosphate wasting	OFFICIAL	Perte rénale de phosphates
HP:0000118	en	fr	IAO:0000115	A phenotypic abnormality	OFFICIAL	une anomalie phénotypique
HP:0000118	en	fr	rdfs:label	Phenotypic abnormality	OFFICIAL	Anomalie phénotypique
HP:0000119	en	fr	IAO:0000115	The presence of any abnormality of the genitourinary system	OFFICIAL	La présence de toute anomalie du système génito-urinaire.
HP:0000119	en	fr	rdfs:label	Abnormality of the genitourinary system	OFFICIAL	Anomalie de l'appareil génitourinaire
HP:0000119	en	fr	rdfs:label	Abnormality of the genitourinary system	OFFICIAL	Anomalie de l'appareil génitourinaire
HP:0000121	en	fr	IAO:0000115	Nephrocalcinosis is the deposition of calcium salts in renal parenchyma	OFFICIAL	La néphrocalcinose est le dépôt de sels de calcium dans le parenchyme rénal.
HP:0000121	en	fr	rdfs:label	Nephrocalcinosis	OFFICIAL	Néphrocalcinose
HP:0000122	en	fr	IAO:0000115	A unilateral form of agenesis of the kidney	OFFICIAL	une forme unilatérale d'agénésie rénale
HP:0000122	en	fr	rdfs:label	Unilateral renal agenesis	OFFICIAL	Agénésie rénale unilatérale
HP:0000123	en	fr	IAO:0000115	The presence of inflammation affecting the kidney	OFFICIAL	La présence d'inflammation affectant le rein
HP:0000123	en	fr	rdfs:label	Nephritis	OFFICIAL	Néphrite
HP:0000123	en	fr	rdfs:label	Nephritis	OFFICIAL	Néphrite (chronique héréditaire)
HP:0000124	en	fr	rdfs:label	Renal tubular dysfunction	OFFICIAL	Dysfonction tubulaire rénale
HP:0000125	en	fr	IAO:0000115	A developmental defect in which a kidney is located in an abnormal anatomic position within the pelvis	OFFICIAL	Un défaut de développement dans lequel un rein est situé dans une position anatomique anormale à l'intérieur du bassin
HP:0000125	en	fr	rdfs:label	Pelvic kidney	OFFICIAL	Rein pelvien
HP:0000126	en	fr	IAO:0000115	Severe distention of the kidney with dilation of the renal pelvis and calices	OFFICIAL	Distension sévère du rein avec dilatation du bassin rénal et des calices.
HP:0000126	en	fr	rdfs:label	Hydronephrosis	OFFICIAL	Hydronéphrose
HP:0000127	en	fr	IAO:0000115	A high concentration of one or more electrolytes in the urine in the presence of low serum concentrations of the electrolyte(s)	OFFICIAL	Une forte concentration d'un ou plusieurs électrolytes dans l'urine en présence de faibles concentrations sériques de(s) l'électrolyte(s)
HP:0000127	en	fr	rdfs:label	Renal salt wasting	OFFICIAL	Perte rénale de sel
HP:0000128	en	fr	IAO:0000115	High urine potassium in the presence of hypokalemia	OFFICIAL	Potassium urinaire élevé en présence d'hypokalémie
HP:0000128	en	fr	rdfs:label	Renal potassium wasting	OFFICIAL	Perte rénale de potassium
HP:0000130	en	fr	IAO:0000115	An abnormality of the uterus	OFFICIAL	Une anomalie de l'utérus
HP:0000130	en	fr	rdfs:label	Abnormality of the uterus	OFFICIAL	Anomalie de l'utérus
HP:0000131	en	fr	IAO:0000115	The presence of a leiomyoma of the uterus	OFFICIAL	La présence d'un léiomyome de l'utérus
HP:0000131	en	fr	rdfs:label	Uterine leiomyoma	OFFICIAL	Léiomyome utérin
HP:0000132	en	fr	IAO:0000115	Prolonged and excessive menses at regular intervals in excess of 80 mL or lasting longer than 7 days	OFFICIAL	À intervalle régulier, règles prolongées et excessives de plus de 80 mL ou d'une durée supérieure à 7 jours
HP:0000132	en	fr	rdfs:label	Menorrhagia	OFFICIAL	Ménorragie
HP:0000132	en	fr	rdfs:label	Menorrhagia	OFFICIAL	Ménorragie
HP:0000133	en	fr	rdfs:label	Gonadal dysgenesis	OFFICIAL	Dysgénésie gonadique
HP:0000134	en	fr	IAO:0000115	Decreased functionality of the female gonads, i.e., of the ovary	OFFICIAL	Fonction réduite des gonades féminines (les ovaires)
HP:0000134	en	fr	rdfs:label	Female hypogonadism	OFFICIAL	Hypogonadisme féminin
HP:0000135	en	fr	IAO:0000115	A decreased functionality of the gonad	OFFICIAL	Une fonctionnalité réduite des gonades
HP:0000135	en	fr	rdfs:label	Hypogonadism	OFFICIAL	Hypogonadisme
HP:0000136	en	fr	IAO:0000115	The presence of a bifid uterus	OFFICIAL	La présence d'un utérus bifide
HP:0000136	en	fr	rdfs:label	Bifid uterus	OFFICIAL	Utérus bifide
HP:0000137	en	fr	IAO:0000115	An abnormality of the ovary	OFFICIAL	Une anomalie de l'ovaire
HP:0000137	en	fr	rdfs:label	Abnormality of the ovary	OFFICIAL	Anomalie ovarienne
HP:0000138	en	fr	IAO:0000115	The presence of one or more cysts of the ovary	OFFICIAL	La présence d'un ou plusieurs kystes de l'ovaire
HP:0000138	en	fr	rdfs:label	Ovarian cyst	OFFICIAL	Kyste ovarien
HP:0000139	en	fr	IAO:0000115	The presence of prolapse of the uterus	OFFICIAL	La présence de prolapse de l'utérus
HP:0000139	en	fr	rdfs:label	Uterine prolapse	OFFICIAL	Prolapsus utérin
HP:0000140	en	fr	IAO:0000115	An abnormality of the ovulation cycle	OFFICIAL	Une anomalie du cycle ovarian
HP:0000140	en	fr	rdfs:label	Abnormality of the menstrual cycle	OFFICIAL	Anomalie du cycle menstruel
HP:0000141	en	fr	IAO:0000115	Absence of menses for an interval of time equivalent to a total of more than (or equal to) 3 previous cycles or 6 months	OFFICIAL	Absence de règles pour un intervalle de temps équivalent à un total de plus de (ou égal à) 3 cycles précédents ou 6 mois
HP:0000141	en	fr	rdfs:label	Amenorrhea	OFFICIAL	Aménorrhée
HP:0000142	en	fr	IAO:0000115	Any structural abnormality of the vagina	OFFICIAL	Une anomalie du vagin
HP:0000142	en	fr	rdfs:label	Abnormal vagina morphology	OFFICIAL	Anomalie morphologique vaginale
HP:0000143	en	fr	IAO:0000115	The presence of a fistula between the vagina and the rectum	OFFICIAL	La présence d'une fistule entre le vagin et le rectum
HP:0000143	en	fr	rdfs:label	Rectovaginal fistula	OFFICIAL	Fistule recto-vaginale
HP:0000144	en	fr	rdfs:label	Decreased fertility	OFFICIAL	Diminution de la fertilité
HP:0000145	en	fr	rdfs:label	Transverse vaginal septum	OFFICIAL	Septum vaginal transversal
HP:0000147	en	fr	rdfs:label	Polycystic ovaries	OFFICIAL	Ovaires polykystiques
HP:0000148	en	fr	IAO:0000115	Congenital occlusion of the vagina or adhesion of the walls of the vagina causing occlusion	OFFICIAL	Occlusion congénitale du vagin ou adhésion des parois du vagin causant l'occlusion
HP:0000148	en	fr	rdfs:label	Vaginal atresia	OFFICIAL	Atrésie vaginale
HP:0000149	en	fr	IAO:0000115	The presence of a gonadoblastoma of the ovary	OFFICIAL	La présence d'un gonadoblastome dans les ovaires
HP:0000149	en	fr	rdfs:label	Ovarian gonadoblastoma	OFFICIAL	Gonadoblastome ovarien
HP:0000150	en	fr	IAO:0000115	The presence of a gonadoblastoma, a neoplasm of a gonad that consists of aggregates of germ cells and sex cord elements	OFFICIAL	Présence d'un gonadoblastome, un néoplasme de la gonade constitué d'agrégats de cellules germinales et d'éléments du cordon sexuel.
HP:0000150	en	fr	rdfs:label	Gonadoblastoma	OFFICIAL	Gonadoblastome
HP:0000151	en	fr	IAO:0000115	Aplasia of the uterus	OFFICIAL	Aplasie de l'utérus
HP:0000151	en	fr	rdfs:label	Aplasia of the uterus	OFFICIAL	Aplasie utérine
HP:0000152	en	fr	IAO:0000115	An abnormality of head and neck	OFFICIAL	Une anomalie de la tête et du cou
HP:0000152	en	fr	rdfs:label	Abnormality of head or neck	OFFICIAL	Anomalie de la tête ou du cou
HP:0000153	en	fr	IAO:0000115	An abnormality of the mouth	OFFICIAL	Une anomalie de la bouche
HP:0000153	en	fr	rdfs:label	Abnormality of the mouth	OFFICIAL	Anomalie de la bouche
HP:0000154	en	fr	IAO:0000115	Distance between the oral commissures more than 2 SD above the mean. Alternatively, an apparently increased width of the oral aperture (subjective)	OFFICIAL	Distance entre les commissures orales supérieure de plus de 2 DS par rapport à la moyenne. Alternativement, une largeur apparemment accrue de l'ouverture orale (subjectif)
HP:0000154	en	fr	rdfs:label	Wide mouth	OFFICIAL	Macrostomie
HP:0000155	en	fr	IAO:0000115	Erosion of the mucous mebrane of the mouth with local excavation of the surface, resulting from the sloughing of inflammatory necrotic tissue	OFFICIAL	Érosion de la muqueuse buccale avec excavation locale de la surface, résultant de la desquamation du tissu nécrotique inflammatoire.
HP:0000155	en	fr	rdfs:label	Oral ulcer	OFFICIAL	Ulcère buccal
HP:0000157	en	fr	IAO:0000115	Any abnormality of the tongue	OFFICIAL	Toutes les anomalies de la langue
HP:0000157	en	fr	rdfs:label	Abnormality of the tongue	OFFICIAL	Anomalie de la langue
HP:0000158	en	fr	IAO:0000115	Increased length and width of the tongue	OFFICIAL	Longueur et largeur accrues de la langue
HP:0000158	en	fr	rdfs:label	Macroglossia	OFFICIAL	Macroglossie
HP:0000159	en	fr	IAO:0000115	An abnormality of the lip	OFFICIAL	Une anomalie de la lèvre
HP:0000159	en	fr	rdfs:label	Abnormal lip morphology	OFFICIAL	Anomalie des lèvres
HP:0000160	en	fr	IAO:0000115	Distance between the commissures of the mouth more than 2 SD below the mean. Alternatively, an apparently decreased width of the oral aperture (subjective)	OFFICIAL	Distance entre les commissures buccales inférieure de plus de 2 DS à la moyenne. Ou bien, une largeur apparemment réduite de l'ouverture buccale (subjectif).
HP:0000160	en	fr	rdfs:label	Narrow mouth	OFFICIAL	Microstomie
HP:0000161	en	fr	IAO:0000115	A type of cleft lip presenting as a midline (median) gap in the upper lip	OFFICIAL	Type de fente labiale se présentant sous la forme d'une fente médiane de la lèvre supérieure.
HP:0000161	en	fr	rdfs:label	Median cleft lip	OFFICIAL	Fente labiale médiane
HP:0000162	en	fr	IAO:0000115	Posterior displacement of the tongue into the pharynx, i.e., a tongue that is mislocalised posteriorly	OFFICIAL	Déplacement postérieur de la langue dans le pharynx, c'est-à-dire une langue mal localisée à l'arrière de la gorge
HP:0000162	en	fr	rdfs:label	Glossoptosis	OFFICIAL	Glossoptose
HP:0000163	en	fr	IAO:0000115	Abnormality of the oral cavity, i.e., the opening or hollow part of the mouth	OFFICIAL	Anomalie de la cavité buccale, c'est-à-dire de l'ouverture ou de la partie creuse de la bouche
HP:0000163	en	fr	rdfs:label	Abnormal oral cavity morphology	OFFICIAL	Anomalie morphologique de la cavité orale
HP:0000164	en	fr	IAO:0000115	Any abnormality of the teeth	OFFICIAL	Toute anomalie des dents
HP:0000164	en	fr	rdfs:label	Abnormality of the dentition	OFFICIAL	Anomalie  dentaires
HP:0000166	en	fr	IAO:0000115	A severe form of periodontitis	OFFICIAL	Une forme sévère de parodontite
HP:0000166	en	fr	rdfs:label	Severe periodontitis	OFFICIAL	Périodontite sévère
HP:0000168	en	fr	IAO:0000115	Any abnormality of the gingiva (also known as gums)	OFFICIAL	Toute anomalie de la gencive
HP:0000168	en	fr	rdfs:label	Abnormality of the gingiva	OFFICIAL	Anomalie  des gencives
HP:0000169	en	fr	IAO:0000115	The presence of fibrosis of the gingiva	OFFICIAL	La présence d'une fibrose de la gencive
HP:0000169	en	fr	rdfs:label	Gingival fibromatosis	OFFICIAL	Fibromatose gingivale
HP:0000171	en	fr	IAO:0000115	Decreased length and width of the tongue	OFFICIAL	Longueur et largeur diminuées de la langue
HP:0000171	en	fr	rdfs:label	Microglossia	OFFICIAL	Microglossie
HP:0000172	en	fr	IAO:0000115	Abnormality of the uvula, the conic projection from the posterior edge of the middle of the soft palate	OFFICIAL	Anomalie de la luette, la projection conique du bord postérieur du milieu du palais mou.
